Company,DIV'D,CMRK,TechRank,^vCM,HISTVO,INDUST,CMPRICE,VOLF,TKR,C/P,STRIKE,OPTKR,Record Number,EXPDAY,OI,VOL,BID,ASK,EST,DLTA,BID OPRK,ASK OPRK,BID UN/OV,ASK UN/OV,RVOPT,10%,-10%,CCMPRK,CCMPBE,CCMPRV,CCPWPA,CCPWBE,CCPWMAX,I/OTM,THETA,BID IMPLIE,ASK IMPLIE,VOLFADJ,Forecast PrtbStrk,Bid Prbstrk,Ask Prbstrk,PctDble,Margin,YLDMGN,MXMGN,ROBUY,ROWRITE,ROCCMP,GAMMA,VEGA,RHO,TimPrPct,BID/ASKPcnt,date_run,day,week,diff_today,next_exp,diff_exp
International Business Machines Corp,4.6,4,3,"",26.2,Computers/Peripherals,147.44,23.5,IBM,P,115,IBM   210716P00115000,10616,2021-07-16,3876,0,0.1,0.22,0.4,2,3,1,-21.1,-10.4,2501,-89.6,534.8,3,115.14,2,2.5,22.3,0.3,-22,-1.09,34.1,38.7,43.3,5,2,3,1.9,10,0.9,0.7,10460,96684,185357,41.21,260.79,-38.99,0.001,0.545,2021-06-04,6,29,42,2021-08-20,35
International Business Machines Corp,4.6,4,3,"",26.2,Computers/Peripherals,147.44,23.5,IBM,P,120,IBM   210716P00120000,10617,2021-07-16,2818,2,0.14,0.22,0.58,3,3,1,-24.4,-18.2,2863,-92,674.3,3,120.11,2,2.8,18.9,0.3,-18.61,-1.17,30.5,33,40.3,7,3,4,1.5,10,1.2,1,6641,93709,159756,58.68,323.67,-50.2,0.001,0.364,2021-06-04,6,29,42,2021-08-20,35
International Business Machines Corp,4.6,4,3,"",26.2,Computers/Peripherals,147.44,23.5,IBM,P,135,IBM   210716P00135000,10618,2021-07-16,2888,138,0.49,0.52,0.93,10,3,1,-17.7,-16.4,2290,-97.3,926.9,3,134.79,5,4.9,9,0.6,-8.44,-2.03,19.9,20.2,24.1,15,11,11,1.1,11.56,3.1,2.9,7358,100246,165895,259.55,902.88,-182.66,0.003,0.058,2021-06-04,6,29,42,2021-08-20,35
International Business Machines Corp,4.6,4,3,"",26.2,Computers/Peripherals,147.44,23.5,IBM,P,145,IBM   210716P00145000,10619,2021-07-16,4583,114,2.2,2.29,2.32,39,3,1,-3.9,-1,846,-97.1,472.3,3,143.1,12,14.8,3.4,1.7,-1.66,-3.25,15.4,15.9,16.1,40,40,40,2.1,18.35,8.3,8.1,17865,121941,214477,714.38,1943.54,-702.55,0.015,0.039,2021-06-04,6,29,42,2021-08-20,35
International Business Machines Corp,4.6,4,3,"",26.2,Computers/Peripherals,147.44,23.5,IBM,P,150,IBM   210716P00150000,10620,2021-07-16,9248,54,4.6,4.75,5.06,65,3,1,-14.8,-9.9,567,-95.4,279,3,145.71,20,13.7,1.4,3.4,1.74,-2.63,13.9,14.7,16.3,64,67,66,3.6,20,7.1,15.6,10790,103865,187158,751.19,1869.04,-1182.78,0.014,0.032,2021-06-04,6,29,42,2021-08-20,35
Intercontinental Exchange Inc,1.2,2,2,"",23.4,Securities Brokerage,112.48,21.1,ICE,C,115,ICE   210716C00115000,10561,2021-07-16,3409,161,1.3,1.55,1.29,36,3,3,0.4,12.1,871,535.2,-98.7,2,111.02,18,11.1,1.3,3.6,-2.24,-2.83,14.9,16.6,14.8,34,34,35,1.9,17.76,6.7,6.5,116770,243546,36993,688.3,1438.7,454.28,0.012,0.161,2021-06-04,6,29,42,2021-08-20,35
Intercontinental Exchange Inc,1.2,2,2,"",23.4,Securities Brokerage,112.48,21.1,ICE,C,120,ICE   210716C00120000,10562,2021-07-16,2610,7,0.3,0.4,0.72,12,3,2,-24.1,-17.5,2560,1307.8,-99.7,3,112.02,32,3.4,0.4,7.1,-6.69,-1.47,14.9,16.2,19.6,17,11,12,0.8,13.31,2.2,2,47889,192952,96748,375.91,775.1,155.51,0.003,0.25,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,2,IDEX  210716C00002000,10207,2021-07-16,3070,620,0.95,0.99,0.97,87,4,3,-8.8,7.1,559,26.2,-24.8,3,1.92,30,35.4,33.1,4.2,30.31,-0.3,107.9,126.7,118.3,81,84,80,38.2,20,14.1,165.5,176398,276704,102552,53.9,21.38,17.83,0.028,0.04,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,2.5,IDEX  210716C00002500,10208,2021-07-16,4977,469,0.61,0.65,0.59,71,4,3,5.1,16.7,613,34.1,-30.2,2,2.26,55,90.1,21.3,10.6,12.89,-0.45,108.2,120,102.9,65,65,63,29.3,20,42,106.3,204086,300929,73083,87.41,33.72,16.59,0.084,0.062,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,3,IDEX  210716C00003000,10209,2021-07-16,11740,1167,0.4,0.41,0.34,54,4,3,15,17.5,704,41.5,-34.4,2,2.47,86,137.5,13.9,21.5,-4.53,-0.54,115.1,117.7,100.2,45,46,46,24.1,15.47,90.3,90.1,206545,314174,57904,99.39,39.13,13.4,0.139,0.024,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,3.5,IDEX  210716C00003500,10210,2021-07-16,7434,454,0.27,0.31,0.21,41,4,3,14.9,24.8,787,44.5,-35.9,2,2.6,116,88.1,9.4,34.6,-21.95,-0.57,121.4,131.9,105.7,29,32,33,22.5,10,94.3,94.1,226576,314100,57982,89.28,38.24,10.36,0.094,0.129,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,4,IDEX  210716C00004000,10211,2021-07-16,12460,868,0.19,0.2,0.15,30,4,3,10.4,13,944,49.9,-38.4,2,2.68,150,60.2,6.6,49.3,-39.37,-0.52,127.4,130.3,115.4,20,23,23,20,10,66.4,66.2,193548,308417,64443,78.6,34.24,7.84,0.066,0.05,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,4.5,IDEX  210716C00004500,10212,2021-07-16,4968,180,0.12,0.16,0.12,23,4,3,0,10.7,1086,52.6,-40.3,3,2.75,181,37,4.2,63.6,-56.79,-0.46,126.3,139.8,126.3,15,15,18,19,10,42,41.8,187135,292787,82956,65.84,29.63,6,0.042,0.25,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,5,IDEX  210716C00005000,10213,2021-07-16,10250,377,0.11,0.13,0.1,19,4,3,2.4,7.9,1155,52.1,-39.3,3,2.76,205,33.8,3.8,81.2,-74.22,-0.45,139.8,147.3,136.5,12,12,14,19.2,10,38.5,38.3,178757,296725,78191,55.16,26.77,5.03,0.038,0.154,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,5.5,IDEX  210716C00005500,10214,2021-07-16,2766,52,0.07,0.09,0.09,14,4,3,-5.5,0.9,1329,57.2,-42,3,2.8,231,21.2,2.4,96.4,-91.64,-0.36,136.8,146.1,144.9,10,8,10,17.5,10,24.6,24.4,157746,282946,94865,45.24,21.64,3.7,0.024,0.222,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,6,IDEX  210716C00006000,10215,2021-07-16,4152,93,0.06,0.09,0.07,12,4,3,-4.5,5.4,1326,53.8,-41.3,3,2.81,244,18.1,2.1,113.5,-109.06,-0.36,143.8,158.7,150.6,8,7,9,18.6,10,21.1,20.9,171260,284760,92636,39.35,20.12,3.31,0.021,0.333,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,7,IDEX  210716C00007000,10216,2021-07-16,5695,330,0.05,0.06,0.05,9,4,3,-0.5,3.4,1414,55.5,-40.6,3,2.82,267,15.1,1.7,148.2,-143.9,-0.3,158.1,164.2,158.8,5,5,6,18,10,17.6,17.4,165374,291952,83937,29.72,16.19,2.45,0.017,0.167,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,8,IDEX  210716C00008000,10217,2021-07-16,2485,40,0.04,0.06,0.04,8,4,3,0.7,9,1406,51.4,-40,3,2.83,284,12,1.4,182.7,-178.75,-0.3,167.4,181.2,166.3,4,4,5,19.5,10,14.1,13.9,182093,293923,81623,24.65,14.53,2.09,0.014,0.333,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,9,IDEX  210716C00009000,10218,2021-07-16,8075,454,0.03,0.04,0.03,6,4,3,-0.2,4.9,1525,54.7,-40.6,3,2.84,302,9,1,216.9,-213.59,-0.23,172.6,181.3,172.8,3,3,3,18.3,10,10.7,10.5,169878,292476,83336,19.01,11.37,1.54,0.01,0.25,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,C,10,IDEX  210716C00010000,10219,2021-07-16,8088,223,0.02,0.03,0.02,4,4,3,-3.1,3.2,1621,55.9,-42,3,2.85,317,6,0.7,250.9,-248.43,-0.19,173.1,184.4,178.7,2,2,2,17.9,10,7.2,7,164601,287297,89563,14.7,8.88,1.14,0.007,0.333,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,P,2.5,IDEX  210716P00002500,10229,2021-07-16,6458,422,0.21,0.25,0.22,29,3,3,-2.1,9.5,689,-30.5,41.8,3,2.3,54,79.6,20.4,9.4,-12.89,-0.41,100.7,112.7,102.9,35,34,36,23.9,10,73.4,73.2,96092,185135,168821,92.83,33.49,-12.37,0.073,0.16,2021-06-04,6,29,42,2021-08-20,35
Ideanomics Inc,0,3,4,"",112.3,Entertainment,2.87,108.1,IDEX,P,3,IDEX  210716P00003000,10230,2021-07-16,3735,34,0.5,0.55,0.47,46,3,3,8.9,21.7,472,-22.8,28.1,3,2.51,86,127.4,12.9,20.2,4.53,-0.52,109.1,121.9,100.2,55,54,54,35.6,20,64.7,87.1,138091,212620,207499,100.23,39.13,-21.86,0.129,0.091,2021-06-04,6,29,42,2021-08-20,35
International Game Technology PLC,0,3,4,"",58.9,Hotel/Gaming,25.51,47.4,IGT,C,25,IGT   210716C00025000,10629,2021-07-16,11027,452,1.8,1.95,1.42,59,5,3,35.1,48.8,469,95.1,-62.2,2,23.71,25,46.2,7.1,5.4,2,-1.88,43.5,47.9,32.2,58,56,55,10.5,20,25.5,35.3,282802,333017,36171,248.06,340.92,154.39,0.051,0.077,2021-06-04,6,29,42,2021-08-20,35
International Game Technology PLC,0,3,4,"",58.9,Hotel/Gaming,25.51,47.4,IGT,C,30,IGT   210716C00030000,10630,2021-07-16,10385,109,0.3,0.45,0.31,18,4,3,-1.1,13.8,1066,184.3,-77,3,25.21,67,10.1,1.2,19,-17.6,-1.27,43.6,50.1,44,14,14,18,5.4,10,12,11.8,195831,290862,85276,163.26,229.76,49.71,0.012,0.333,2021-06-04,6,29,42,2021-08-20,35
iHeartMedia Inc,0,0,9,"",77.3,Entertainment,23.59,59.5,IHRT,C,25,IHRT  210716C00025000,10235,2021-07-16,2555,23,0.85,1,1.14,39,0,0,-17.8,-8.5,970,130.4,-69.9,0,22.74,59,31.7,3.6,9.9,-5.98,-1.68,43,47.8,52.3,38,35,37,7.7,14.02,25.9,25.7,999999,999999,999999,246,310.51,97.3,0.036,0.15,2021-06-04,6,29,42,2021-08-20,35
II VI Incorporated,0,3,2,^,50.9,Precision Instrument,69.29,48.1,IIVI,C,80,IIVI  210716C00080000,10237,2021-07-16,2448,1599,0.9,1,1.3,18,3,3,-12.7,-9.4,1283,210.5,-80,3,68.39,72,11.2,1.3,17,-15.46,-3.18,41.7,43.2,47.7,19,16,17,4.8,10,13.2,13,127135,268839,112325,182.74,633.13,139.18,0.013,0.1,2021-06-04,6,29,42,2021-08-20,35
II VI Incorporated,0,3,2,^,50.9,Precision Instrument,69.29,48.1,IIVI,C,85,IIVI  210716C00085000,10238,2021-07-16,2452,10,0.45,0.55,1.15,11,3,3,-23.8,-19.7,1732,247.7,-82.3,3,68.84,94,5.5,0.6,23.5,-22.67,-2.27,43.2,45.5,56.7,15,9,10,4,10,6.7,6.5,98008,245314,141861,119.61,433.08,80.01,0.006,0.182,2021-06-04,6,29,42,2021-08-20,35
II VI Incorporated,0,3,2,^,50.9,Precision Instrument,69.29,48.1,IIVI,P,60,IIVI  210716P00060000,10239,2021-07-16,2389,970,0.8,0.95,1.11,15,3,2,-11.2,-5.6,1197,-72.2,195.6,3,59.33,13,13.2,14.8,1.6,-13.41,-2.79,42.9,45.6,48.3,19,16,18,5.1,10,11.8,11.5,53198,162416,119883,153.35,553.73,-132.48,0.012,0.158,2021-06-04,6,29,42,2021-08-20,35
ImmunoGen Inc,0,2,1,e,82,Biotechnology,5.8,78.4,IMGN,C,10,IMGN  210716C00010000,10245,2021-07-16,6149,45,0.05,0.15,0.11,10,3,3,-16.1,8.4,1281,66.4,-55.2,2,5.75,189,7.4,0.9,73.9,-72.41,-0.46,95.4,123.3,113.7,8,5,10,15.1,10,8.8,8.6,106466,207758,71408,48.17,36,6.02,0.009,0.667,2021-06-04,6,29,42,2021-08-20,35
Immunovant Inc,0,0,5,"",72.1,Biotechnology,9.9,59.8,IMVT,C,25,IMVT  210716C00025000,10247,2021-07-16,7030,1,0.05,0.2,0.04,6,0,0,3.6,32.7,1116,43,-52.4,0,9.85,220,4.3,0.5,153.8,-152.53,-0.71,130.8,167.5,126.2,2,2,5,23.2,10,5.3,5.1,999999,999999,999999,23.45,40.79,5.77,0.005,0.75,2021-06-04,6,29,42,2021-08-20,35
Immunovant Inc,0,0,5,"",72.1,Biotechnology,9.9,59.8,IMVT,C,30,IMVT  210716C00030000,10248,2021-07-16,3779,0,0,0.25,0.03,0,0,0,-100,44.4,2552,-100,-100,0,9.9,255,0,0,203,-203.03,-0.01,0,199.1,137.8,1,0,5,-10,10,0.2,0,999999,999999,999999,1.05,1.22,0.12,0,1,2021-06-04,6,29,42,2021-08-20,35
Immunovant Inc,0,0,5,"",72.1,Biotechnology,9.9,59.8,IMVT,C,40,IMVT  210716C00040000,10249,2021-07-16,4143,0,0,0.15,0.02,0,0,0,-100,36.4,2892,-100,-100,0,9.9,289,0,0,304,-304.04,0,0,213.1,156.2,0,0,3,-10,10,0.2,0,999999,999999,999999,0.15,0.19,0.02,0,1,2021-06-04,6,29,42,2021-08-20,35
Immunovant Inc,0,0,5,"",72.1,Biotechnology,9.9,59.8,IMVT,P,10,IMVT  210716P00010000,10252,2021-07-16,2418,255,1,1.4,0.59,45,0,0,75,148.6,281,-32.7,42.5,0,9.02,34,86.7,9.1,11.3,1.01,-1.31,70.7,100.4,40.4,52,51,51,23.5,20,45.7,50.5,999999,999999,999999,134.88,134.59,-66.9,0.091,0.286,2021-06-04,6,29,42,2021-08-20,35
Infinera Corporation,0,3,3,"",62.7,Telecom. Equipment,10.24,64.8,INFN,C,10,INFN  210716C00010000,10303,2021-07-16,11228,222,0.7,0.85,0.75,60,4,3,-8.3,16.7,633,93.1,-61.8,3,9.54,33,40.9,6.8,4.8,2.34,-0.75,40.5,51.5,44.1,57,57,56,10.7,20,22.7,34.2,204225,277714,101368,245.4,136.16,62.74,0.045,0.176,2021-06-04,6,29,42,2021-08-20,35
Infinera Corporation,0,3,3,"",62.7,Telecom. Equipment,10.24,64.8,INFN,C,11,INFN  210716C00011000,10304,2021-07-16,6023,46,0.35,0.4,0.37,36,4,3,-3.3,4.9,865,131.1,-69.6,3,9.89,55,30,3.4,11.2,-7.42,-0.74,45,48.8,46.6,33,33,34,7.6,12.58,27.4,27.2,169718,287061,89858,232.82,131.85,39.36,0.034,0.125,2021-06-04,6,29,42,2021-08-20,35
Infosys Limited,2.1,2,3,"",29,IT Service,19.27,26.6,INFY,C,19,INFY  210716C00019000,10306,2021-07-16,5660,15,0.75,0.85,0.69,58,3,3,11.2,29.7,523,183.9,-85.3,1,18.47,16,24.1,4.1,2.8,1.4,-0.81,23.3,27.2,21,58,57,56,5.4,20,12.7,19.5,169007,266573,24574,450.64,258.54,121.92,0.025,0.118,2021-06-04,6,29,42,2021-08-20,35
Infosys Limited,2.1,2,3,"",29,IT Service,19.27,26.6,INFY,C,20,INFY  210716C00020000,10307,2021-07-16,4605,110,0.3,0.35,0.3,33,3,3,0.9,10.3,874,334.7,-93.3,2,18.92,27,15.5,1.8,5.7,-3.79,-0.68,22.3,24.3,22.1,31,31,33,3,16.21,9.8,9.6,111769,244637,36277,454.78,240.63,71.78,0.016,0.143,2021-06-04,6,29,42,2021-08-20,35
Infosys Limited,2.1,2,3,"",29,IT Service,19.27,26.6,INFY,P,17,INFY  210716P00017000,10310,2021-07-16,5235,0,0.05,0.15,0.14,10,3,3,-23.8,3,1587,-90.4,432.4,2,16.99,6,4.3,12.2,0.5,-11.78,-0.38,25,33.8,32.8,13,7,14,2.3,10,2.8,2.6,163029,193395,73872,172.24,114.91,-23.45,0.003,0.667,2021-06-04,6,29,42,2021-08-20,35
Infosys Limited,2.1,2,3,"",29,IT Service,19.27,26.6,INFY,P,19,INFY  210716P00019000,10311,2021-07-16,5135,38,0.5,0.55,0.43,42,4,3,13.5,22.8,625,-84.7,237.2,3,18.54,16,24.7,4.2,2.9,-1.4,-0.7,23.8,25.8,21,42,43,44,4.2,18.6,14.2,14,235336,280437,130330,459.23,258.42,-101.1,0.026,0.091,2021-06-04,6,29,42,2021-08-20,35
Inseego Corporation,0,3,3,"",70.8,Wireless Networking,9.67,67.9,INSG,C,10,INSG  210716C00010000,10353,2021-07-16,2544,152,0.7,0.85,0.74,49,4,3,-5,12.1,752,71.5,-51,3,8.97,62,66.2,7.2,11.5,-3.41,-1.08,63,74.3,66.3,45,44,45,14,16.59,43.8,43.6,191010,283907,93654,169.29,132.4,47.12,0.072,0.176,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,50,INTC  210716C00050000,10425,2021-07-16,52208,17,7.55,7.7,7.85,92,3,1,-24.3,-10.8,451,72.2,-60.2,2,49.72,6,4.3,13.4,0.5,12.95,-1.29,27.9,32.8,36.8,86,93,89,13.8,20,1.2,65.7,23366,154002,48874,148.56,305.07,528.06,0.002,0.019,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,52.5,INTC  210716C00052500,10426,2021-07-16,3709,77,5.3,5.4,5.38,84,3,2,-6.1,1.4,440,99.3,-71.1,1,51.97,8,8.3,9.5,1,8.6,-1.72,26.2,28.3,27.9,82,84,82,10.1,20,3.3,46.1,38705,175955,15760,258.79,476.71,504.79,0.006,0.019,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,55,INTC  210716C00055000,10427,2021-07-16,10127,477,3.3,3.4,3.17,70,3,2,8.5,15.1,472,145.8,-81.5,1,53.97,12,15.9,6,1.9,4.25,-2.16,24.3,25.8,22.4,71,70,68,6.9,20,7.7,28.7,61354,207059,6921,401.19,680.4,436.13,0.015,0.029,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,57.5,INTC  210716C00057500,10428,2021-07-16,7651,1990,1.8,1.83,1.58,51,3,2,13.7,15.6,607,226.7,-89.2,1,55.47,19,29.9,3.4,3.6,-0.1,-2.31,23.6,24,20.8,49,49,49,4.4,19.9,16,15.8,62277,218108,5193,488.44,786.39,320.93,0.031,0.016,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,60,INTC  210716C00060000,10429,2021-07-16,18343,2881,0.86,0.88,0.8,31,3,2,4,5.3,930,351.6,-93.5,1,56.41,29,15.3,1.8,6.3,-4.46,-1.98,23.5,23.8,22.6,28,29,29,2.8,15.54,9.8,9.6,44423,198359,8853,432.86,691.54,196.19,0.015,0.023,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,62.5,INTC  210716C00062500,10430,2021-07-16,14465,2078,0.38,0.39,0.55,16,3,1,-12.3,-11.6,1559,521.7,-95.7,1,56.89,42,8.1,0.9,9.8,-8.81,-1.39,23.9,24.1,27.3,18,15,15,1.9,11.19,6.1,5.9,22586,167173,23592,295.73,480.78,103.8,0.007,0.026,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,65,INTC  210716C00065000,10431,2021-07-16,20223,1012,0.17,0.18,0.53,8,3,1,-26.8,-25.9,2500,695.2,-96.6,2,57.1,58,5,0.6,13.8,-13.16,-0.88,25,25.3,34.1,14,7,8,1.4,10,3.2,3,9623,135691,57326,173.62,295.13,52.41,0.003,0.056,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,67.5,INTC  210716C00067500,10432,2021-07-16,10437,202,0.09,0.1,0.57,4,3,1,-35.7,-34.5,3398,782.2,-96.6,3,57.18,74,3.8,0.4,18,-17.51,-0.6,26.8,27.4,41.8,13,4,4,1.3,10,1.8,1.6,4638,128978,94360,101.64,186.42,29.15,0.002,0.1,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,70,INTC  210716C00070000,10433,2021-07-16,6358,236,0.05,0.06,0.59,3,3,1,-40.7,-38.9,4169,836.1,-96.5,3,57.22,87,3.2,0.4,22.3,-21.87,-0.41,28.6,29.5,48.3,12,2,2,1.2,10,1.1,0.9,3213,125971,120038,60.82,119.58,16.99,0.001,0.167,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,C,75,INTC  210716C00075000,10434,2021-07-16,8240,44,0.02,0.05,0.37,1,3,1,-38.6,-30.7,3718,663,-95.1,3,57.25,97,2.7,0.3,30.9,-30.57,-0.29,32.5,36.7,53,7,1,2,1.5,10,0.6,0.3,6417,127199,109170,30.36,71.11,9.18,0,0.6,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,35,INTC  210716P00035000,10520,2021-07-16,6615,1,0.02,0.04,0.07,1,4,3,-14.6,-6.9,2167,-76.3,265.4,1,35.05,1,2.3,39.3,0.3,-39.07,-0.27,58.5,63.7,68.5,2,1,1,3.8,10,0.6,0.3,219320,275195,17202,9.16,37.89,-4.99,0,0.5,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,37.5,INTC  210716P00037500,10521,2021-07-16,3085,0,0.03,0.04,0.1,1,4,3,-15.9,-12.7,2367,-78.6,322.1,1,37.55,1,2.5,35,0.3,-34.71,-0.3,53.6,55.7,63.8,3,1,1,3.1,10,0.7,0.5,198804,272715,11694,13.06,48.33,-6.54,0.001,0.25,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,42.5,INTC  210716P00042500,10522,2021-07-16,4643,1,0.05,0.07,0.22,2,4,3,-23.4,-19.3,2562,-84.4,416.8,1,42.54,2,2.8,26.3,0.3,-26.01,-0.44,42.3,44.5,55.2,6,2,2,2.4,10,1.1,0.9,172889,256498,6374,30.07,88.33,-13.02,0.001,0.286,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,45,INTC  210716P00045000,10523,2021-07-16,5923,18,0.07,0.08,0.34,3,3,3,-27.6,-25.9,2804,-87.6,502.6,1,45.02,2,3.1,22,0.4,-21.66,-0.51,37.2,38,51.3,8,3,3,2,10,1.4,1.2,147374,246588,2869,46.16,117.41,-18.13,0.001,0.125,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,47.5,INTC  210716P00047500,10524,2021-07-16,23421,49,0.1,0.12,0.49,4,3,3,-31.5,-29,2828,-90.1,562,1,47.5,4,3.6,17.7,0.4,-17.31,-0.64,32.1,33.2,46.8,12,4,5,1.8,10,1.9,1.7,135535,236834,1812,77.75,171.79,-28.65,0.002,0.167,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,50,INTC  210716P00050000,10525,2021-07-16,73922,127,0.2,0.21,0.47,8,4,3,-21.3,-20.4,2135,-90.9,535.6,1,49.9,5,5.2,13.5,0.6,-12.95,-0.94,29,29.3,36.8,14,8,9,1.9,10,3.7,3.5,169104,261259,5802,143.65,283.18,-54,0.003,0.048,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,52.5,INTC  210716P00052500,10526,2021-07-16,9668,263,0.41,0.42,0.5,15,4,3,-6.6,-5.8,1415,-90.9,457.2,1,52.2,8,8.5,9.5,1,-8.6,-1.35,26,26.3,27.9,18,16,16,2.2,11.4,6.5,6.3,223367,287591,18466,259.36,459,-105.88,0.007,0.024,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,55,INTC  210716P00055000,10527,2021-07-16,18789,319,0.9,0.93,0.78,29,5,3,7.8,9.8,867,-88.8,328.7,2,54.21,12,15.9,6,1.9,-4.25,-1.83,24.2,24.6,22.4,29,30,31,3,15.75,10.2,9.9,271330,303270,38043,409.44,675.79,-207.03,0.016,0.032,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,57.5,INTC  210716P00057500,10528,2021-07-16,11022,444,1.88,1.93,1.68,49,5,3,12.2,15.2,577,-84.3,216.2,2,55.74,19,29.5,3.2,3.6,0.1,-2.01,23.3,23.9,20.8,51,51,51,4.6,20,16.1,16.4,284979,306298,46700,492.48,786.4,-355.02,0.032,0.026,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,60,INTC  210716P00060000,10529,2021-07-16,5676,48,3.4,3.5,3.4,70,4,3,0.1,6.6,460,-77.4,142.9,2,56.73,29,14.4,1.5,6.2,4.46,-1.66,22.6,24,22.6,72,72,70,7,20,7.5,29.6,262425,295792,33527,436.66,688.93,-510.69,0.015,0.029,2021-06-04,6,29,42,2021-08-20,35
Intel Corporation,2.4,1,2,^,34.4,Semiconductor,57.44,30.8,INTC,P,62.5,INTC  210716P00062500,10530,2021-07-16,4046,5,5.4,5.95,5.65,80,4,3,-18.3,19.3,393,-64,91.4,2,57.23,41,6.8,0.6,9.7,8.81,-1.48,22.3,32.5,27.3,82,87,78,10.9,20,3.2,47,294042,267737,54060,293.27,544.01,-609.6,0.006,0.092,2021-06-04,6,29,42,2021-08-20,35
